psl_entry,top_level_domain,dns_status,whois_status,whois_domain_expiry_date,whois_domain_status
eu.org,eu.org,ok,ok,2030-08-08 04:00:00,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]"
crafting.xyz,crafting.xyz,ok,ok,2025-06-27 23:59:59,"[""serverTransferProhibited https://icann.org/epp#serverTransferProhibited"", ""addPeriod https://icann.org/epp#addPeriod"", ""ok https://icann.org/epp#ok""]"
dappnode.io,dappnode.io,ok,ok,2026-02-24 11:43:37,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
opal.ne.jp,opal.ne.jp,ok,ok,,"""Connected (2024/07/31)"""
hosteur.com,hosteur.com,ok,ok,2025-10-15 08:39:24,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]"
nikita.jp,nikita.jp,ok,ok,2024-12-31 00:00:00,"""Active"""
from-nj.com,from-nj.com,ok,ok,2025-01-03 17:21:26,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
deno.dev,deno.dev,ok,ok,2026-02-28 16:00:05,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
blogspot.ug,blogspot.ug,ok,ok,,"""ACTIVE"""
triton.zone,triton.zone,ok,ok,2025-06-24 18:47:02,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://www.icann.org/epp#clientUpdateProhibited""]"
myspreadshop.fr,myspreadshop.fr,ok,ok,2027-05-06 12:42:19,"[""ACTIVE"", ""active"", ""associated"", ""not identified"", ""ok""]"
ru.net,ru.net,ok,ok,2025-02-01 05:00:00,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
in-vpn.net,in-vpn.net,ok,ok,2025-05-14 09:23:27,"""ok https://icann.org/epp#ok"""
memset.net,memset.net,ok,ok,2025-08-10 19:46:45,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
homeunix.org,homeunix.org,ok,ok,2024-12-03 16:47:42,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
pointto.us,pointto.us,ok,ok,2025-03-14 23:59:59,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
srv.us,srv.us,ok,ok,2026-06-01 23:59:59,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
kr.com,kr.com,ok,ok,2028-12-10 17:48:07,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
adygeya.su,adygeya.su,ok,ok,2024-10-01 00:00:00,"""REGISTERED, DELEGATED"""
framer.ai,framer.ai,ok,ok,,null
browsersafetymark.io,browsersafetymark.io,ok,ok,2026-04-04 21:10:39,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
edgecompute.app,edgecompute.app,ok,ok,2025-09-26 17:20:49,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
trafficplex.cloud,trafficplex.cloud,ok,ok,2025-04-01 18:56:42.540000,"""ok https://icann.org/epp#ok"""
b-data.io,b-data.io,ok,ok,2024-10-26 10:08:38,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
platformsh.site,platformsh.site,ok,ok,2026-06-25 23:59:59,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited""]"
glitch.me,glitch.me,ok,ok,2025-07-18 18:39:00,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
drud.io,drud.io,ok,ok,2025-05-11 16:25:49,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
ovh.net,ovh.net,ok,ok,2033-06-07 04:00:00,"""ok https://icann.org/epp#ok"""
fakefur.jp,fakefur.jp,ok,ok,2025-04-30 00:00:00,"""Active"""
akamaihd-staging.net,akamaihd-staging.net,ok,ok,2025-01-14 00:47:51,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited"", ""serverTransferProhibited https://icann.org/epp#serverTransferProhibited"", ""serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)"", ""serverUpdateProhibited (https://www.icann.org/epp#serverUpdateProhibited)"", ""serverTransferProhibited (https://www.icann.org/epp#serverTransferProhibited)"", ""serverDeleteProhibited (https://www.icann.org/epp#serverDeleteProhibited)""]"
ownip.net,ownip.net,ok,ok,2024-11-07 22:28:25,"""ok https://icann.org/epp#ok"""
mycd.eu,mycd.eu,ok,ok,,null
mongolian.jp,mongolian.jp,ok,ok,2024-11-30 00:00:00,"""Active"""
lomo.jp,lomo.jp,ok,ok,2025-05-31 00:00:00,"""Active"""
myshopblocks.com,myshopblocks.com,ok,ok,2024-09-23 11:37:15,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""ok https://icann.org/epp#ok""]"
canva-apps.cn,canva-apps.cn,ok,ok,2027-09-04 08:55:47,"""ok"""
123website.lu,123website.lu,ok,ok,,"""ACTIVE"""
16-b.it,16-b.it,ok,ok,2024-08-05 00:00:00,"""ok"""
activetrail.biz,activetrail.biz,ok,ok,2028-01-30 23:59:59,"[""clientRenewProhibited https://icann.org/epp#clientRenewProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
dscloud.me,dscloud.me,ok,ok,2024-11-04 02:27:07,"""ok https://icann.org/epp#ok"""
blogspot.sn,blogspot.sn,ok,ok,,null
nohost.me,nohost.me,ok,ok,2024-10-19 08:02:14,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]"
now-dns.top,now-dns.top,NXDOMAIN,ok,2024-10-16 06:25:09,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""serverHold https://icann.org/epp#serverHold""]"
base.shop,base.shop,ok,ok,2025-04-06 23:59:59,"""ok https://icann.org/epp#ok"""
bukhara.su,bukhara.su,ok,ok,2024-10-01 00:00:00,"""REGISTERED, DELEGATED"""
can.re,can.re,ok,ok,2031-10-27 17:29:03,"[""ACTIVE"", ""active"", ""associated"", ""not identified""]"
filegear-ie.me,filegear-ie.me,ok,ok,2024-08-16 19:52:08,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""addPeriod https://icann.org/epp#addPeriod""]"
no-ip.info,no-ip.info,ok,ok,2026-11-22 23:04:46,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
servebbs.net,servebbs.net,ok,ok,2025-07-04 19:37:17,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
familyds.com,familyds.com,ok,ok,2024-11-04 04:10:36,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
no-ip.net,no-ip.net,ok,ok,2026-11-27 04:09:32,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
hra.health,hra.health,ok,ok,,null
firewall-gateway.com,firewall-gateway.com,ok,ok,2025-01-14 18:00:14,"[""ok https://icann.org/epp#ok"", ""OK https://icann.org/epp#ok""]"
nyc.mn,nyc.mn,ok,ok,2024-08-05 21:03:00,"""ok https://icann.org/epp#ok"""
2038.io,2038.io,ok,ok,2024-11-14 16:59:45,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
datadetect.com,datadetect.com,ok,ok,2027-04-07 02:41:50,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientRenewProhibited https://icann.org/epp#clientRenewProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
cloudcontrolled.com,cloudcontrolled.com,ok,ok,2025-01-04 21:21:31,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
endofinternet.org,endofinternet.org,ok,ok,2025-03-03 01:11:57,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
diskstation.org,diskstation.org,ok,ok,2024-10-25 09:41:38,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
v-info.info,v-info.info,ok,ok,2025-05-23 19:47:35,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""autoRenewPeriod https://icann.org/epp#autoRenewPeriod""]"
code.run,code.run,ok,ok,2024-10-27 00:29:46,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
servequake.com,servequake.com,ok,ok,2025-02-10 05:33:35,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
tlon.network,tlon.network,ok,ok,2028-10-23 17:51:21,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]"
is-leet.com,is-leet.com,ok,ok,2025-01-04 14:11:40,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
f5.si,f5.si,ok,ok,,null
mg.leg.br,mg.leg.br,ok,ok,,"[""20240627 DSOK"", ""published""]"
independent-inquiry.uk,independent-inquiry.uk,ok,ok,2025-06-23 00:00:00,"""Registered until expiry date."""
quickconnect.to,quickconnect.to,ok,ok,,null
sensiosite.cloud,sensiosite.cloud,ok,ok,2026-10-28 15:17:10.076000,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
12chars.it,12chars.it,ok,ok,2025-05-21 00:00:00,"""ok"""
loginline.app,loginline.app,ok,ok,2025-03-23 13:19:24,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
homesecuritypc.com,homesecuritypc.com,ok,ok,2025-11-01 22:32:05,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
salesforce.com,salesforce.com,ok,ok,2024-10-21 13:34:56,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited"", ""serverTransferProhibited https://icann.org/epp#serverTransferProhibited"", ""serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)"", ""serverUpdateProhibited (https://www.icann.org/epp#serverUpdateProhibited)"", ""serverTransferProhibited (https://www.icann.org/epp#serverTransferProhibited)"", ""serverDeleteProhibited (https://www.icann.org/epp#serverDeleteProhibited)""]"
dojin.com,dojin.com,ok,ok,2025-02-15 05:00:00,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientDeleteProhibited  https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited  https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited  https://icann.org/epp#clientUpdateProhibited""]"
1337.pictures,1337.pictures,ok,ok,2025-03-09 07:45:34,"""ok https://icann.org/epp#ok"""
ravpage.co.il,ravpage.co.il,ok,ok,2026-03-30 00:00:00,"""Transfer Locked"""
calculators.cx,calculators.cx,ok,ok,2026-07-30 14:18:36,"""active https://icann.org/epp#active"""
cloud66.ws,cloud66.ws,ok,ok,2025-05-07 09:40:52,"[""clientTransferProhibited"", ""clientDeleteProhibited"", ""clientUpdateProhibited"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)""]"
iopsys.se,iopsys.se,ok,ok,2025-06-04 00:00:00,"""ok"""
mynascloud.com,mynascloud.com,ok,ok,2027-08-19 02:58:32,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
privatizehealthinsurance.net,privatizehealthinsurance.net,ok,ok,2025-09-10 18:38:59,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
org.yt,org.yt,ok,ok,2032-10-29 15:17:37,"[""ACTIVE"", ""active"", ""associated"", ""not identified""]"
adobeio-static.net,adobeio-static.net,ok,ok,2024-10-25 15:13:19,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientDeleteProhibited https://www.icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://www.icann.org/epp#clientUpdateProhibited""]"
dynvpn.de,dynvpn.de,ok,ok,,"""connect"""
is-a-personaltrainer.com,is-a-personaltrainer.com,ok,ok,2025-01-03 18:14:31,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
withgoogle.com,withgoogle.com,ok,ok,2024-11-17 19:17:42,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited"", ""serverTransferProhibited https://icann.org/epp#serverTransferProhibited"", ""serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited""]"
blogspot.co.id,blogspot.co.id,ok,ok,2024-10-31 23:59:59,"[""serverTransferProhibited"", ""clientTransferProhibited""]"
sakuraweb.com,sakuraweb.com,ok,ok,2025-07-09 04:00:00,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientDeleteProhibited  https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited  https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited  https://icann.org/epp#clientUpdateProhibited""]"
123webseite.at,123webseite.at,ok,ok,,null
biz.wf,biz.wf,ok,ok,2025-01-05 15:28:58,"[""ACTIVE"", ""active"", ""associated"", ""not identified""]"
parallel.jp,parallel.jp,ok,ok,2024-11-30 00:00:00,"""Active"""
for-more.biz,for-more.biz,ok,ok,2025-01-03 23:59:59+00:00,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
ox.rs,ox.rs,ok,ok,2026-03-11 21:05:40,"""Active https://www.rnids.rs/en/domain-name-status-codes#Active"""
cloud66.zone,cloud66.zone,ok,ok,2025-03-27 19:13:39,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
kasserver.com,kasserver.com,ok,ok,2025-02-18 20:34:24,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
ltd.hk,ltd.hk,ok,ok,2033-12-15 00:00:00,"""Active"""
cloud.goog,cloud.goog,ok,ok,2025-05-18 18:01:47,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
bitter.jp,bitter.jp,ok,ok,2024-11-30 00:00:00,"""Active"""
torproject.net,torproject.net,ok,ok,2027-10-17 22:02:59,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
penza.su,penza.su,ok,ok,2024-10-01 00:00:00,"""REGISTERED, DELEGATED"""
publishproxy.com,publishproxy.com,ok,ok,2024-08-02 19:00:29,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
swidnik.pl,swidnik.pl,ok,ok,2024-07-29 14:00:00,null
codespot.com,codespot.com,ok,ok,2024-11-19 07:10:00,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited"", ""serverTransferProhibited https://icann.org/epp#serverTransferProhibited"", ""serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited""]"
pagespeedmobilizer.com,pagespeedmobilizer.com,ok,ok,2024-12-12 00:29:03,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
barsy.shop,barsy.shop,ok,ok,,null
is-a-hunter.com,is-a-hunter.com,ok,ok,2025-01-03 17:27:01,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
dyndns.info,dyndns.info,ok,ok,2025-09-13 23:50:00,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
servebeer.com,servebeer.com,ok,ok,2025-06-01 21:14:31,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
is-a-candidate.org,is-a-candidate.org,ok,ok,2025-01-03 17:26:08,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
now-dns.net,now-dns.net,ok,ok,2024-10-16 06:25:04,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
blogspot.com.co,blogspot.com.co,ok,ok,2025-07-07 23:59:59,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
shop.ro,shop.ro,ok,ok,2025-02-13 00:00:00,"""OK"""
isa-geek.org,isa-geek.org,ok,ok,2025-07-30 20:44:05,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
freemyip.com,freemyip.com,ok,ok,2024-12-16 22:30:52,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
staba.jp,staba.jp,ok,ok,2024-09-30 00:00:00,"""Active"""
drayddns.com,drayddns.com,ok,ok,2025-07-28 02:28:07,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
123paginaweb.pt,123paginaweb.pt,ok,ok,,null
namaste.jp,namaste.jp,ok,ok,2024-11-30 00:00:00,"""Active"""
from-wi.com,from-wi.com,ok,ok,2025-01-03 17:25:11,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
webhop.me,webhop.me,ok,ok,2024-07-18 18:35:04,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
otap.co,otap.co,ok,ok,2025-04-26 07:49:54,"""ok https://icann.org/epp#ok"""
cloudlets.com.au,cloudlets.com.au,ok,ok,,"""serverRenewProhibited https://identitydigital.au/get-au/whois-status-codes#serverRenewProhibited"""
xmit.dev,xmit.dev,ok,ok,2026-11-14 02:39:46,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
mycloudnas.com,mycloudnas.com,ok,ok,2027-07-19 09:31:00,"""ok https://icann.org/epp#ok"""
mlbfan.org,mlbfan.org,ok,ok,2026-09-10 18:39:02,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
cleverapps.tech,cleverapps.tech,ok,ok,2027-10-05 23:59:59,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited""]"
pimienta.org,pimienta.org,ok,ok,2026-01-12 21:04:55,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
lima-city.rocks,lima-city.rocks,ok,ok,2024-09-09 23:55:28,"""ok https://icann.org/epp#ok"""
noip.us,noip.us,ok,ok,2026-04-24 23:59:59,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
flow.ch,flow.ch,ok,ok,,null
123siteweb.fr,123siteweb.fr,ok,ok,2025-01-12 09:24:13,"[""ACTIVE"", ""active"", ""associated"", ""not identified"", ""ok""]"
syno-ds.de,syno-ds.de,ok,ok,,"""connect"""
pcloud.host,pcloud.host,ok,ok,2025-05-31 23:59:59,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""autoRenewPeriod https://icann.org/epp#autoRenewPeriod""]"
flier.jp,flier.jp,ok,ok,2025-03-31 00:00:00,"""Active"""
advisor.ws,advisor.ws,ok,ok,2024-09-16 22:27:02,"[""clientTransferProhibited"", ""clientDeleteProhibited"", ""clientUpdateProhibited"", ""clientRenewProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientRenewProhibited https://icann.org/epp#clientRenewProhibited"", ""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited""]"
blogspot.fr,blogspot.fr,ok,ok,2025-01-31 20:17:05,"[""ACTIVE"", ""clientUpdateProhibited"", ""serverUpdateProhibited"", ""associated"", ""not identified"", ""active"", ""ok""]"
shw.io,shw.io,ok,ok,2024-10-02 15:32:14,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
traeumtgerade.de,traeumtgerade.de,ok,ok,,"""connect"""
us.org,us.org,ok,ok,2030-04-24 04:00:00,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
candypop.jp,candypop.jp,ok,ok,2025-05-31 00:00:00,"""Active"""
